Company_Name,Symbol_BSE,Symbol_NSE,BSE_Code,ISIN
Lasa Supergenerics Limited,LASA,LASA,540702.0,INE670X01014
Honeywell Automation India Limited,HONAUT,HONAUT,517174.0,INE671A01010
SUNIL HEALTHCARE LTD,SUNLOC,,537253.0,INE671C01016
HASTI FINANCE LTD.,HASTIFIN,,531387.0,INE671D01014
Sobha Limited,SOBHA,SOBHA,532784.0,INE671H01015
A.K. Spintex Ltd.,AKSPINTEX,,539300.0,INE671K01019
Darshan Orna Limited,DARSHANORNA,,539884.0,INE671T01028
TATA INVESTMENT CORPORATION LT,TATAINVEST,,501301.0,INE672A01018
Tata Investment Corporation Limited,,TATAINVEST,,INE672A01026
Munjal Auto Industries Limited,MUNJALAU,MUNJALAU,520059.0,INE672B01032
CIL NOVA PETROCHEMICALS LTD.,CNOVAPETRO,,533407.0,INE672K01025
GUJARAT CYPROMET LTD.,GUJCYPROM,,530467.0,INE673B01014
AMERISE BIOSCIENCES LIMITED,AMERISE,,531681.0,INE673C01020
ADARSH MERCANTILE LTD,ADARSH,,538563.0,INE673E01018
Bharati Defence and Infrastruc,BHARATIDIL,,532609.0,INE673G01013
SULABH ENGINEERS & SERVICES LT,SULABEN,,508969.0,INE673M01029
TBO Tek Limited,,TBOTEK,,INE673O01025
DATIWARE MARITIME INFRA LIMITE,DATIWARE,,519413.0,INE673U01014
TATA STEEL LONG PRODUCTS LIMIT,TATASTLLP,,513010.0,INE674A01014
Aditya Birla Capital Limited,ABCAPITAL,ABCAPITAL,540691.0,INE674K01013
KINETIC TRUST LTD.,KINETRU,,531274.0,INE674M01019
CIGNITI TECHNOLOGIES LTD.,CIGNITI,,534758.0,INE675C01017
Pincon Spirit Limited,PINCON,,538771.0,INE675G01018
Black Box Limited,BBOX,BBOX,500463.0,INE676A01027
CHITRADURGA SPINTEX LTD.,CHITRTX,,521244.0,INE676G01024
MASTER TRUST LTD.,MASTERTR,,511768.0,INE677D01029
Master Trust Limited,,MASTERTR,,INE677D01037
DEEP ENERGY RESOURCES LIMITED,DEEPENR,,532760.0,INE677H01012
IB INFOTECH ENTERPRISES LTD.,IBINFO,,519463.0,INE678B01021
MULTIBASE INDIA LTD.,MULTIBASE,,526169.0,INE678F01014
CSB Bank Limited,CSBBANK,CSBBANK,542867.0,INE679A01013
SOURCE NATURAL FOODS & HERBAL,SOURCENTRL,,531398.0,INE679C01027
Beekay Niryat Limited,BNL,,539546.0,INE679E01015
RATNAMANI AGRO INDUSTRIES LTD,RATNAMAGRO,,507652.0,INE679N01016
MILGREY FINANCE & INVESTMENT L,ZMILGFIN,,511018.0,INE679T01013
Aditya Vision Limited,AVL,,540205.0,INE679V01019
Aditya Vision Limited,,AVL,,INE679V01027
Dhanlaxmi Bank Limited,DHANBANK,DHANBANK,532180.0,INE680A01011
MARGO FINANCE LIMITED,MARGOFIN,,500206.0,INE680B01019
KENGOLD (INDIA) LTD.,KENGI,,519546.0,INE680C01025
OMKAR OVERSEAS LTD.,OMKAR,,531496.0,INE680D01015
AVG Logistics Limited,AVG,AVG,543910.0,INE680Z01018
Indraprastha Medical Corporation Limited,INDRAMEDCO,INDRAMEDCO,532150.0,INE681B01017
Keynote Financial Services Limited,KEYFINSER,KEYFINSERV,512597.0,INE681C01015
ORIENT TRADELINK LTD.,ORIENTTR,,531512.0,INE681D01039
HARYANA LEATHER CHEMICALS LTD.,HARLETH,,524080.0,INE681F01018
JYOTHI INFRAVENTURES LTD.,JYOTHI,,531537.0,INE681K01018
Delta Industrial Resources Lim,DELTA,,539596.0,INE681Q01015
Integrated Capital Services Lt,ICSL,,539149.0,INE682B01023
RASANDIK ENGINEERING INDUSTRIE,RASANDIK,,522207.0,INE682D01011
Jupiter Life Line Hospitals Limited,,JLHL,,INE682M01012
The South Indian Bank Limited,SOUTHBANK,SOUTHBANK,532218.0,INE683A01023
FIRST FINTEC LIMITED,FIRSTFIN,,532379.0,INE683B01047
Maithan Alloys Limited,MAITHANALL,MAITHANALL,590078.0,INE683C01011
DHANLEELA INVESTMENTS & TRADIN,DHANLEELA,,503637.0,INE683D01027
CORAL LABORATORIES LTD.,CORALAB,,524506.0,INE683E01017
IST LTD.,ISTLTD,,508807.0,INE684B01029
RGF Capital Markets Limited,RGF,,539669.0,INE684D01025
Firstsource Solutions Limited,FSL,FSL,532809.0,INE684F01012
INDO GULF INDUSTRIES LTD.,IGLFXPL-B,,506945.0,INE684U01011
Torrent Pharmaceuticals Limited,TORNTPHARM,TORNTPHARM,500420.0,INE685A01028
JAGSON AIRLINES LTD.,JAGSONAI,,520139.0,INE685B01018
VAMA INDUSTRIES LTD.,VAMA,,512175.0,INE685D01022
Rajnish Wellness Limited,RAJNISH,,541601.0,INE685Z01033
Cemindia Projects Limited,ITDCEM,CEMPRO,509496.0,INE686A01026
PRIYA LTD.,PRIYALT,,524580.0,INE686C01014
United Breweries Limited,UBL,UBL,532478.0,INE686F01025
Fine Organic Industries Limited,FINEORG,FINEORG,541557.0,INE686Y01026
Transpek Industry Limited,TRANSPEK,TRANSPEK,506687.0,INE687A01016
KHODAY INDIA LTD.,KHODAY,,507435.0,INE687B01014
REXNORD ELECTRONICS & CONTROLS,REXNORD,,531888.0,INE687C01012
KHANDELWAL EXTRACTION LTD.,ZKHANDEN,,519064.0,INE687W01010
Transport Corporation of India Limited,TCI,TCI,532349.0,INE688A01022
SHREE BHAWANI PAPER MILLS LTD.,SHBHAWPA,,502563.0,INE688C01010
Responsive Industries Limited,RESPONIND,RESPONIND,505509.0,INE688D01026
HERCULES HOISTS LTD.,HERCULES,,505720.0,INE688E01024
Landsmill Green Limited,EXCEL,LANDSMILL,533090.0,INE688J01023
Dangee Dums Limited,,DANGEE,,INE688Y01022
HISAR SPINNING MILLS LTD.,HISARSP,,521068.0,INE689E01014
LORDS ISHWAR HOTELS LIMITED,LORDSHOTL,,530065.0,INE689J01013
Polo Queen Industrial and Fint,PQIF,,540717.0,INE689M01025
Mercantile Ventures Limited,MERCANTILE,MERCANTILE,538942.0,INE689O01013
SBEC SYSTEMS (INDIA) LTD.,SBECSYS,,517360.0,INE689V01018
Prince Pipes And Fittings Limited,PRINCEPIPE,PRINCEPIPE,542907.0,INE689W01016
TTK Prestige Limited,TTKPRESTIG,TTKPRESTIG,517506.0,INE690A01028
SUBHASH SILK MILLS LTD.,SUBSM,,530231.0,INE690D01014
INNOVASSYNTH INVESTMENTS LTD.,INOVSYNTH,,533315.0,INE690J01011
JK AGRI GENETICS LTD,JK AGRI,,536493.0,INE690O01011
UCO Bank,UCOBANK,UCOBANK,532505.0,INE691A01018
SWASTIKA INVESTMART LTD.,SWASTIKA,,530585.0,INE691C01014
SUDITI INDUSTRIES LTD.,SUDTIND-B,,521113.0,INE691D01012
Suditi Industries Ltd.,SUDTIND-RE,,750732.0,INE691D20012
IMPEX FERRO TECH LTD.,IMPEXFERRO,,532614.0,INE691G01015
HIND COMMERCE LIMITED,HCLTD,,538652.0,INE691J01019
BOMBAY CYCLE & MOTOR AGENCY LT,BOMBCYC,,501430.0,INE691K01017
Ganga Forging Limited,,GANGAFORGE,,INE691Z01023
Union Bank of India,UNIONBANK,UNIONBANK,532477.0,INE692A01016
Murudeshwar Ceramics Limited,MURUDCERA,MURUDCERA,515037.0,INE692B01014
TANEJA AEROSPACE & AVIATION LT,TANAA,,522229.0,INE692C01020
Xchanging Solutions Limited,XCHANGING,XCHANGING,532616.0,INE692G01013
Affordable Robotic & Automation Limited,AFFORDABLE,AFFORDABLE,541402.0,INE692Z01013
VADILAL ENTERPRISES LTD.,VADILENT,,519152.0,INE693D01018
JAYSHREE CHEMICALS LTD.,JAYCH,,506520.0,INE693E01016
Unitech Limited,UNITECH,UNITECH,507878.0,INE694A01020
Vadilal Industries Limited,VADILALIND,VADILALIND,519156.0,INE694D01016
Kanpur Plastipack Limited,KANPRPLA,KANPRPLA,507779.0,INE694E01014
Vedanta Power Limited,,VEDPOWER,,INE694L01019
Heranba Industries Limited,HERANBA,HERANBA,543266.0,INE694N01015
Ashnisha Industries Limited,ASHNI,,541702.0,INE694W01024
G G Engineering Limited,GGENG,,540614.0,INE694X01030
G G Engineering Limited,GGENG-RE,,750728.0,INE694X20014
Country Condo's Limited,COUNCODOS,COUNCODOS,531624.0,INE695B01025
SOURCE INDUSTRIES (INDIA) LTD.,SOURCEIND,,521036.0,INE695C01015
WALCHAND PEOPLEFIRST LTD.,WALCHPF,,501370.0,INE695D01021
Vanta Bioscience Limited,VANTABIO,,540729.0,INE695X01011
STERLING INTERNATIONAL ENTERPR,STEERINTER,,508998.0,INE696C01021
LONGVIEW TEA COMPANY LTD.,LONTE,,526568.0,INE696E01019
Juniper Hotels Limited,,JUNIPER,,INE696F01016
Prakash Steelage Limited,PRAKASHSTL,PRAKASHSTL,533239.0,INE696K01024
Nandani Creation Limited,,JAIPURKURT,,INE696V01013
USHAKIRAN FINANCE LTD.,USHAKIRA,,511507.0,INE697C01011
Pansari Developers Limited,,PANSARI,,INE697V01011
PANKAJ POLYMERS LTD.,PANKAJPO,,531280.0,INE698B01011
MARMAGOA STEELS LTD.,MRMGAST,,513355.0,INE698E01023
Sambhaav Media Limited,SAMBHAAV,SAMBHAAV,511630.0,INE699B01027
JUMBO BAG LTD.,JUMBO,,516078.0,INE699D01015
AWL Agri Business Limited,AWL,AWL,543458.0,INE699H01024
Jubilant Pharmova Limited,JUBLPHARMA,JUBLPHARMA,530019.0,INE700A01033
PROCAL ELECTRONICS INDIA LTD.,PROCAL,,526009.0,INE700B01015
CONFIDENCE FUTURISTIC ENERGETE,CFEL,,539991.0,INE700F01024
Shashijit Infraprojects Limite,SHASHIJIT,,540147.0,INE700V01013
Vardhman Holdings Limited,VHL,VHL,500439.0,INE701A01023
PUNJ LLOYD LTD.,PUNJLLOYD,,532693.0,INE701B01021
RFL INTERNATIONAL LTD.,RFLINT,,531646.0,INE701D01035
PARICHAY INVESTMENTS LTD.,ZPARICIN,,505525.0,INE701F01014
AK Capital Services Limited,AKCAPIT,AKCAPIT,530499.0,INE701G01012
VARUN SHIPPING CO.LTD.,VARUNSHIP,,500465.0,INE702A01013
APL Apollo Tubes Limited,APLAPOLLO,APLAPOLLO,533758.0,INE702C01027
PENTOKEY ORGANY (INDIA) LTD.,PNTKYOR,,524210.0,INE702E01015
JAGJANANI TEXTILES LTD.,JAGJANANI,,532825.0,INE702H01018
VIDEOCON INDUSTRIES LTD.,VIDEOIND,,511389.0,INE703A01011
Ratnamani Metals & Tubes Limited,RATNAMANI,RATNAMANI,520111.0,INE703B01027
JAYSYNTH DYESTUFF (INDIA) LTD.,JAYSYN,,506910.0,INE703C01025
BIOGEN PHARMACHEM INDUSTRIES L,BIOGEN,,531752.0,INE703D01023
Hubtown Limited,HUBTOWN,HUBTOWN,532799.0,INE703H01016
SHREE SHALEEN TEXTILES LIMITED,SHRSHATEX,,505513.0,INE703L01026
RACL Geartech Limited,RACLGEAR,RACLGEAR,520073.0,INE704B01017
PET PLASTICS LTD.,PETPLST,,524046.0,INE704F01018
Bajaj Steel Industries Limited,BAJAJST,BAJAJST,507944.0,INE704G01024
Cineline India Limited,CINELINE,CINELINE,532807.0,INE704H01022
Vedanta Oil and Gas Limited,,VOGL,,INE704J01044
Cochin Shipyard Limited,COCHINSHIP,,540678.0,INE704P01017
Cochin Shipyard Limited,,COCHINSHIP,,INE704P01025
Shiva Texyarn Limited,SHIVTEX,SHIVATEX,511108.0,INE705C01020
HIM TEKNOFORGE LIMITED,HIMTEK,,505712.0,INE705G01021
Goyal Aluminiums Limited,GOYALALUM,GOYALALUM,541152.0,INE705X01026
VIKAS WSP LTD.,VIKASWSP,,519307.0,INE706A01022
SAMKRG PISTONS & RINGS LTD.,SAMKRG,,520075.0,INE706B01012
AUTO PINS (INDIA) LTD.,AUTOPINS,,531994.0,INE706C01028
UNITED INTERACTIVE LTD.,UNITEDINT,,502893.0,INE706D01018
SYLPH TECHNOLOGIES LTD.,SYLPH,,511447.0,INE706F01021
EAST BUILDTECH LTD.,EASTBUILD,,507917.0,INE706N01017
SAI BABA INVESTMENT AND COMMER,SAIBABA,,538557.0,INE706P01038
Vindhya Telelinks Limited,VINDHYATEL,VINDHYATEL,517015.0,INE707A01012
SEASONS TEXTILES LTD.,SEASONST,,514264.0,INE707B01010
Capital Trust Limited,CAPITALT,CAPTRUST,511505.0,INE707C01018
VLS Finance Limited,VLSFINANCE,VLSFINANCE,511333.0,INE709A01018
SKP SECURITIES LTD.,SKPSEC,,531169.0,INE709B01016
ASHIANA AGRO INDUSTRIES LTD.,ASHAI,,519174.0,INE709D01012
VST Industries Limited,VSTIND,VSTIND,509966.0,INE710A01016
B.N.RATHI SECURITIES LTD.,BNRSEC,,523019.0,INE710D01010
B.N.Rathi Securities Ltd.,BNRSEC-RE,,750689.0,INE710D20010
Walchandnagar Industries Limited,WALCHANNAG,WALCHANNAG,507410.0,INE711A01022
JASCH INDUSTRIES LTD.,JASCH,,500220.0,INE711C01010
BACIL PHARMA LTD.,BACPHAR,,524516.0,INE711D01018
Oceanic Foods Limited,OCEANIC,,540405.0,INE711V01010
WARREN TEA LTD.,WARRENTEA,,508494.0,INE712A01012
Superhouse Limited,SUPERHOUSE,SUPERHOUSE,523283.0,INE712B01010
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,SHREEPUSHK,539334.0,INE712K01011
FORTUNE FOODS LTD.,FORFOOD,,519187.0,INE712V01018
R.J.SHAH & CO.LTD.,RJSHAH,,509845.0,INE712Z01019
Suryalakshmi Cotton Mills Limited,SURYALAXMI,SURYALAXMI,521200.0,INE713B01026
Suraj Limited,SURAJLTD,SURAJLTD,531638.0,INE713C01016
CANDOUR TECHTEX LIMITED,CANDOUR,,522292.0,INE713D01055
G.D.TRADING & AGENCIES LTD.,GDTRAGN,,504346.0,INE713N01013
GSP Crop Science Limited,,GSPCROP,,INE713R01022
Apollo Micro Systems Limited,APOLLO,APOLLO,540879.0,INE713T01028
ANDHRA PETROCHEMICALS LTD.,ANDHRAPET,,500012.0,INE714B01016
SUNITEE CHEMICALS LTD.,SUNITEE,,531945.0,INE714C01022
CONART ENGINEERS LTD.,CONART,,522231.0,INE714D01012
CHPL Industries Ltd.,CHPLIND,,539335.0,INE714Q01014
IFL ENTERPRISES LIMITED,IFL,,540377.0,INE714U01024
Wheels India Limited,WHEELS,WHEELS,590073.0,INE715A01015
The Andhra Sugars Limited,ANDHRSUGAR,ANDHRSUGAR,590062.0,INE715B01021
CORAL NEWSPRINTS LTD.,CORNE,,530755.0,INE715D01019
ACE EDUTREND LTD.,ACEEDU,,530093.0,INE715F01014
LEADING LEASING FINANCE AND IN,LLFICL,,540360.0,INE715Q01029
Narayani Steels Limited,NARAYANI,,540080.0,INE715T01023
Shradha Realty Limited,,SHRADHA,,INE715Y01031
Whirlpool of India Limited,WHIRLPOOL,WHIRLPOOL,500238.0,INE716A01013
Tips Music Limited,TIPSINDLTD,TIPSMUSIC,532375.0,INE716B01029
CRESSANDA SOLUTIONS LTD.,CRESSAN,,512379.0,INE716D01033
INDOKEM LTD.,INDOKEM,,504092.0,INE716F01012
SQUARE FOUR PROJECTS INDIA LIM,SFPIL,,526532.0,INE716K01012
SWADESHI INDUSTRIES LEASING CO,SWADEIN,,506863.0,INE716M01034
MAHAVIR ADVANCED REMEDIES LTD.,MAHAREM,,531689.0,INE716N01016
Kennametal India Limited,KENNAMET,KENNAMET,505890.0,INE717A01029
MANGALAM INDUSTRIAL FINANCE LT,MANGIND,,537800.0,INE717C01025
CUBICAL FINANCIAL SERVICES LTD,CUBIFIN,,511710.0,INE717D01023
TALBROS ENGINEERING LIMITED,TALBROSENG,,538987.0,INE717E01013
VARIMAN GLOBAL ENTERPRISES LIM,VARIMAN,,540570.0,INE717F01028
Solis Marketing Limited,SOLISMAR,,538575.0,INE717P01027
Gandhar Oil Refinery (India) Limited,,GANDHAR,,INE717W01049
USG TECH SOLUTIONS LTD.,USGTECH,,532402.0,INE718B01017
CSL Finance Limited,CSLFINANCE,CSLFINANCE,530067.0,INE718F01018
Autoline Industries Limited,AUTOIND,AUTOIND,532797.0,INE718H01014
JSW Cement Limited,,JSWCEMENT,,INE718I01012
LAKSHMI AUTOMATIC LOOM WORKS L,LXMIATO,,505302.0,INE718M01022
JAMES WARREN TEA LTD,JAMESWARREN,,538564.0,INE718P01017
Shiv Aum Steels Limited,,SHIVAUM,,INE719F01016
CONCRETE CREDIT LIMITED,CONCRETE,,539266.0,INE719G01014
Kothari Petrochemicals Limited,,KOTHARIPET,,INE720A01015
ANERI FINCAP LIMITED,ANERI,,531252.0,INE720D01019
Shriram Finance Limited,SHRIRAMFIN,,511218.0,INE721A01013
Shriram Finance Limited,,SHRIRAMFIN,,INE721A01047
Shriram Finance Limited,SFL-RE,,750637.0,INE721A20013
Garbi Finvest Limited,GARBIFIN,,539492.0,INE721C01019
GSL SECURITIES LTD.,GSLSEC,,530469.0,INE721D01017
Gautam Exim Limited,GEL,,540613.0,INE721X01015
Aaron Industries Limited,,AARON,,INE721Z01010
Praveg Limited,PRAVEG,PRAVEG,531637.0,INE722B01019
HARDCASTLE & WAUD MFG.CO.LTD.,HARDCAS,,509597.0,INE722D01015
Renaissance Global Limited,RGL,RGL,532923.0,INE722H01024
Ravi Kumar Distilleries Limited,RKDL,RKDL,533294.0,INE722J01012
JATTASHANKAR INDUSTIES LTD.,JATTAINDUS,,514318.0,INE722N01014
Abhishek Finlease limited,ABHIFIN,,538935.0,INE723C01015
HIMACHAL FIBRES LTD.,HIMFIBP,,514010.0,INE723D01021
ASHUTOSH PAPER MILLS LTD.,ASHUTPM,,531568.0,INE723K01018
PRIMA INDUSTRIES LTD.,PRIMAIN,,531246.0,INE723N01012
LKP FINANCE LIMITED,LKPFIN,,507912.0,INE724A01017
HINDUSTAN HARDY LIMITED,HINDHARD,,505893.0,INE724D01011
SAL AUTOMOTIVE LIMITED,SALAUTO,,539353.0,INE724G01014
NAVA LIMITED,NAVA,,513023.0,INE725A01022
NAVA LIMITED,,NAVA,,INE725A01030
The Orissa Minerals Development Company Limited,ORISSAMINE,ORISSAMINE,590086.0,INE725E01024
ICRA Limited,ICRA,ICRA,532835.0,INE725G01011
Karma Energy Limited,KARMAENG,KARMAENG,533451.0,INE725L01011
WAAREE TECHNOLOGIES LIMITED,WAAREE,,539337.0,INE725P01012
JINDAL HOTELS LTD.,JINDHOT,,507981.0,INE726D01016
U.P.HOTELS LTD.,UPHOT,,509960.0,INE726E01014
ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICIPRULI,540133.0,INE726G01019
DELPHI WORLD MONEY LIMITED,DELPHIFX,,533452.0,INE726L01019
DELPHI WORLD MONEY LIMITED,,DELPHIFX,,INE726L01027
Pricol Limited,PRICOLLTD,PRICOLLTD,540293.0,INE726V01018
Pricol Limited,PRICOL-RE,,750650.0,INE726V20018
SPA Capital Services Limited,SPACAPS,,542376.0,INE726X01014
Genesys International Corporation Limited,GENESYS,GENESYS,506109.0,INE727B01026
CREDENT GLOBAL FINANCE LIMITED,CGFL,,539598.0,INE727C01016
UNITED TEXTILES LTD.,UNITEDTE,,521188.0,INE727E01012
Bharat Road Network Limited,BRNL,BRNL,540700.0,INE727S01012
SMITHS & FOUNDERS (INDIA) LIMI,SMFIL,,513418.0,INE728B01032
UNIWORTH SECURITIES LTD.,UNIWSEC,,512408.0,INE728J01019
Shivansh Finserv Limited,SHIVA,,539593.0,INE728Q01014
Softtech Engineers Limited,SOFTTECH,SOFTTECH,543470.0,INE728Z01015
PURSHOTTAM INVESTOFIN LTD,PURSHOTTAM,,538647.0,INE729C01020
Kilitch Drugs (India) Limited,KILITCH,KILITCH,524500.0,INE729D01010
ALPS MOTOR FINANCE LTD,ALPSMOTOR,,538423.0,INE729P01022
Oricon Enterprises Limited,ORICON,ORICONENT,513121.0,INE730A01022
PRISM MEDICO AND PHARMACY LTD.,PRISMMEDI,,512217.0,INE730E01016
Svarnim Trade Udyog Limited,SNIM,,539911.0,INE730R01042
Archies Limited,ARCHIES,ARCHIES,532212.0,INE731A01020
H.S.INDIA LTD.,HOTLSILV,,532145.0,INE731B01010
Khaitan (India) Limited,KHAITANLTD,KHAITANLTD,590068.0,INE731C01018
KPT INDUSTRIES LIMITED,KPT,,505299.0,INE731D01024
Welspun Specialty Solutions Limited,WELSPLSOL,WELSPLSOL,500365.0,INE731F01037
KHOOBSURAT LTD,KHOOBSURAT,,535730.0,INE731G01027
Action Construction Equipment Limited,ACE,ACE,532762.0,INE731H01025
Digjam Limited,DIGJAMLTD,DIGJAMLMTD,539979.0,INE731U01028
Kirloskar Brothers Limited,KIRLOSBROS,KIRLOSBROS,500241.0,INE732A01036
NCL Industries Limited,NCLIND,NCLIND,502168.0,INE732C01016
LYNX MACHINERY & COMMERCIALS L,LYNMC,,505320.0,INE732D01014
ISMT LTD.,ISMTLTD,,532479.0,INE732F01019
ANGEL ONE LIMITED,ANGELONE,,543235.0,INE732I01013
Angel One Limited,,ANGELONE,,INE732I01021
PRO FIN CAPITAL SERVICES LTD.,PROFINC,,511557.0,INE732K01027
OCEANAA BIOTEK INDUSTRIES LTD,OBIL,,538019.0,INE732P01018
Sakar Healthcare Limited,,SAKAR,,INE732S01012
Star Paper Mills Limited,STARPAPER,STARPAPER,516022.0,INE733A01018
NTPC Limited,NTPC,NTPC,532555.0,INE733E01010
MAHAAN FOODS LTD.,MAHAANF,,519612.0,INE734D01010
Finkurve Financial Services Limited,FINKURVE,FINKURVE,508954.0,INE734I01027
Snowman Logistics Limited,SNOWMAN,SNOWMAN,538635.0,INE734N01019
DHAMPUR SUGAR (KASHIPUR) LTD.,DHAMSUGR,,502512.0,INE735A01013
AMRAWORLD AGRICO LTD.,AMRAAGRI,,531991.0,INE735C01027
MAHAN INDUSTRIES LTD.,MAHANIN,,531515.0,INE735D01033
B.NANJI ENTERPRISES LTD.,BNANJEN,,526594.0,INE735G01010
Sampann Utpadan India Limited,SEPOWER,SAMPANN,534598.0,INE735M01018
KOVALAM INVESTMENT & TRADING C,ZKOVALIN,,505585.0,INE735U01011
Utkarsh Small Finance Bank Limited,,UTKARSHBNK,,INE735W01017
Central Depository Services (India) Limited,,CDSL,,INE736A01011
G.S.AUTO INTERNATIONAL LTD.,GSAUTO,,513059.0,INE736H01024
Northlink Fiscal And Capital S,NORTHLINK,,539110.0,INE736P01019
Adroit Infotech Limited,ADROITINFO,ADROITINFO,532172.0,INE737B01033
VIVID GLOBAL INDUSTRIES LTD.,VIVIDIND,,524576.0,INE737C01023
MODISON LIMITED,MODISONLTD,MODISONLTD,506261.0,INE737D01021
SOMA PAPERS & INDUSTRIES LTD.,SOMAPPR,,516038.0,INE737E01011
Fiem Industries Limited,FIEMIND,FIEMIND,532768.0,INE737H01014
Akash Infra-Projects Limited,,AKASH,,INE737W01013
MRUGESH TRADING LTD.,MRUTR,,512065.0,INE738D01011
eClerx Services Limited,ECLERX,ECLERX,532927.0,INE738I01010
Helpage Finlease Ltd.,HELPAGE,,539174.0,INE738P01015
Art Nirman Limited,,ARTNIRMAN,,INE738V01013
FOURTH GENERATION INFORMATION,4THGEN,,532403.0,INE739B01039
Cera Sanitaryware Limited,CERA,CERA,532443.0,INE739E01017
AIPCL,AIPCL,,506822.0,INE739N01026
RKB AGRO INDUSTRIES LIMITED,RKB,,530891.0,INE740A01013
N R Agarwal Industries Limited,NRAGRINDQ,NRAIL,516082.0,INE740D01017
Agro Phos India Limited,,AGROPHOS,,INE740V01019
LORENZINI APPARELS LIMITED,LAL,,540952.0,INE740X01015
Lorenzini Apparels Limited,,LAL,,INE740X01023
MYSORE PETRO CHEMICALS LTD.,MYSORPETRO,,506734.0,INE741A01011
GLITTEK GRANITES LTD.,GLITTEKG,,513528.0,INE741B01027
RAYMED LABS LTD.,RAYLA,,531207.0,INE741C01017
NEELKANTH ROCKMINERALS LTD.,NEELKAN,,531049.0,INE741D01015
CREDITACCESS GRAMEEN LIMITED,CREDITACC,CREDITACC,541770.0,INE741K01010
Ducon Infratechnologies Limited,DUCON,DUCON,534674.0,INE741L01018
Gufic Biosciences Limited,GUFICBIO,GUFICBIO,509079.0,INE742B01025
Jindal Drilling And Industries Limited,JINDRILL,JINDRILL,511034.0,INE742C01031
Adani Ports and Special Economic Zone Limited,ADANIPORTS,ADANIPORTS,532921.0,INE742F01042
GLOBAL SECURITIES LTD.,GLOBSEC,,530657.0,INE742K01018
ACEWIN AGRITECK LIMITED,ACEWIN,,539570.0,INE742R01013
JSW ISPAT SPECIAL PRODUCTS LIM,JSWISPL,,513446.0,INE743C01021
Padmanabh Industries Ltd,PADMAIND,,526905.0,INE743D01011
RHI MAGNESITA INDIA LIMITED,RHIM,RHIM,534076.0,INE743M01012
NORRIS MEDICINES LTD.,NORRIS,,524414.0,INE744C01029
PANJON LTD.,PANJON,,526345.0,INE744D01019
MVL LTD.,MVL,,532991.0,INE744I01034
YASH TRADING & FINANCE LTD.,YASTF,,512345.0,INE745A01012
Khaitan Chemicals & Fertilizers Limited,KHAICHEM,KHAICHEM,507794.0,INE745B01028
TELEPHONE CABLES LTD.,TELECABL,,517159.0,INE745C01018
JMG CORPORATION LTD.,JMGCORP,,523712.0,INE745F01011
MULTI COMMODITY EXCHANGE OF IN,MCX,,534091.0,INE745G01035
Multi Commodity Exchange of India Limited,,MCX,,INE745G01043
ASAHI INDUSTRIES LIMITED,ASAHIIND,,514482.0,INE745I01015
AMARNATH SECURITIES LTD,AMARSEC,,538465.0,INE745P01010
REGIS INDUSTRIES LIMITED,REGIS,,543208.0,INE745R01016
Pioneer Investcorp Limited,PIONRINV,PIONRINV,507864.0,INE746D01014
DRA CONSULTANTS LIMITED,DRA,,540144.0,INE746V01016
Next Mediaworks Limited,NEXTMEDIA,NEXTMEDIA,532416.0,INE747B01016
PITHAMPUR POLY PRODUCTS LTD.,PITHP,,530683.0,INE747D01012
Tarapur Transformers Limited,TARAPUR,TARAPUR,533203.0,INE747K01017
TIVOLI CONSTRUCTION LTD.,TVOLCON,,511096.0,INE747V01014
MCNALLY BHARAT ENGINEERING COM,MBECL,,532629.0,INE748A01016
3i Infotech Limited,3IINFOTECH,3IINFOLTD,532628.0,INE748C01038
PRIME CAPITAL MARKET LTD.,PRIMECAPM,,535514.0,INE748D01010
Simbhaoli Sugars Limited,SIMBHALS,SIMBHALS,539742.0,INE748T01016
Sumit Woods Limited,,SUMIT,,INE748Z01013
JINDAL STEEL LIMITED,JINDALSTEL,JINDALSTEL,532286.0,INE749A01030
ORTIN GLOBAL LIMITED,ORTINLAABS,ORTINGLOBE,539287.0,INE749B01020
RANE COMPUTERS CONSULTANCY LTD,RANCC,,526091.0,INE749C01010
Oriental Hotels Limited,ORIENTHOT,ORIENTHOT,500314.0,INE750A01020
PARKER AGROCHEM EXPORTS LTD.,PARKERAC,,524628.0,INE750B01010
Marksans Pharma Limited,MARKSANS,MARKSANS,524404.0,INE750C01026
Reliance Chemotex Industries Limited,RELCHEMQ,RELCHEMQ,503162.0,INE750D01016
EYANTRA VENTURES LIMITED,EY,,512099.0,INE750G01019
Five X Tradecom Limited,FIVEXTRADE,,536751.0,INE750L01019
Hexa Tradex Limited,HEXATRADEX,HEXATRADEX,534328.0,INE750M01017
Aarnav Fashions Limited,AARNAV,AARNAV,539562.0,INE750R01016
Pix Transmissions Limited,PIXTRANS,PIXTRANS,500333.0,INE751B01018
SANDU PHARMACEUTICALS LTD.,SANDUPHQ,,524703.0,INE751D01014
Rajputana Investment and Finan,RAJPUTANA,,539090.0,INE751R01014
POLYCHEM LTD.,POLYCHEM,,506605.0,INE752B01024
Power Grid Corporation of India Limited,POWERGRID,POWERGRID,532898.0,INE752E01010
